symbol,et,o,h,l,c,v,vwap,avwap
NVDA,2025-09-05 10:18:00-04:00,165.565,165.77,165.27,165.28,4132.0,167.09640801217827,167.09640801217827
NVDA,2025-09-05 10:19:00-04:00,165.3,165.4,165.12,165.2,13492.0,167.0757509968699,167.0757509968699
NVDA,2025-09-05 10:20:00-04:00,165.2,166.03,165.165,165.915,13982.0,167.06279434364595,167.06279434364595
NVDA,2025-09-05 10:21:00-04:00,165.86,165.86,165.41,165.62,12181.0,167.048899010903,167.048899010903
NVDA,2025-09-05 10:22:00-04:00,165.665,165.755,165.13,165.14,11648.0,167.03147955482365,167.03147955482365
NVDA,2025-09-05 10:23:00-04:00,165.14,165.21,164.26,164.88,25412.0,166.98948285900832,166.98948285900832
NVDA,2025-09-05 10:24:00-04:00,164.85,164.9,164.56,164.74,13571.0,166.96627528373045,166.96627528373045
NVDA,2025-09-05 10:25:00-04:00,164.78,165.07,164.74,164.79,18451.0,166.9361716041719,166.9361716041719
NVDA,2025-09-05 10:26:00-04:00,164.74,164.815,164.44,164.54,11468.0,166.91574606419195,166.91574606419195
NVDA,2025-09-05 10:27:00-04:00,164.57,165.18,164.57,165.11,9333.0,166.90330540285368,166.90330540285368
NVDA,2025-09-05 10:28:00-04:00,165.08,165.11,164.705,164.82,13295.0,166.8830581855716,166.8830581855716
NVDA,2025-09-05 10:29:00-04:00,164.87,165.225,164.87,165.13,17790.0,166.86055288152764,166.86055288152764
NVDA,2025-09-05 10:30:00-04:00,165.1,165.135,164.805,165.075,30096.0,166.82259840350773,166.82259840350773
NVDA,2025-09-05 10:31:00-04:00,165.04,165.33,164.99,165.33,11897.0,166.8101610504913,166.8101610504913
NVDA,2025-09-05 10:32:00-04:00,165.305,165.345,165.105,165.19,10342.0,166.79850971390584,166.79850971390584
NVDA,2025-09-05 10:33:00-04:00,165.21,165.39,165.08,165.38,6968.0,166.79166974266138,166.79166974266138
NVDA,2025-09-05 10:34:00-04:00,165.32,165.36,165.04,165.23,10077.0,166.78085499794523,166.78085499794523
NVDA,2025-09-05 10:35:00-04:00,165.22,165.415,165.02,165.1,6447.0,166.77344080570066,166.77344080570066
NVDA,2025-09-05 10:36:00-04:00,165.17,165.6,165.1,165.395,6518.0,166.76732088279908,166.76732088279908
NVDA,2025-09-05 10:37:00-04:00,165.47,165.57,165.23,165.57,8764.0,166.76021576079634,166.76021576079634
NVDA,2025-09-05 10:38:00-04:00,165.55,165.55,165.37,165.44,5328.0,166.7554700225004,166.7554700225004
NVDA,2025-09-05 10:39:00-04:00,165.36,165.4,164.925,164.925,12058.0,166.7406988910178,166.7406988910178
NVDA,2025-09-05 10:40:00-04:00,165.035,165.115,164.86,165.115,14512.0,166.725062166739,166.725062166739
NVDA,2025-09-05 10:41:00-04:00,165.065,165.09,164.66,164.73,7640.0,166.7150105809464,166.7150105809464
NVDA,2025-09-05 10:42:00-04:00,164.72,164.91,164.59,164.625,7132.0,166.70522679790514,166.70522679790514
NVDA,2025-09-05 10:43:00-04:00,164.645,164.935,164.46,164.89,11285.0,166.69188008120813,166.69188008120813
NVDA,2025-09-05 10:44:00-04:00,164.845,165.15,164.845,165.03,9332.0,166.68183661085615,166.68183661085615
NVDA,2025-09-05 10:45:00-04:00,164.95,165.02,164.685,164.76,11211.0,166.66798410019513,166.66798410019513
NVDA,2025-09-05 10:46:00-04:00,164.76,164.845,164.545,164.845,16063.0,166.64934971567263,166.64934971567263
NVDA,2025-09-05 10:47:00-04:00,164.84,164.94,164.65,164.94,10061.0,166.6384753008083,166.6384753008083
NVDA,2025-09-05 10:48:00-04:00,164.905,164.92,164.62,164.62,5722.0,166.6311985646521,166.6311985646521
NVDA,2025-09-05 10:49:00-04:00,164.635,165.105,164.635,165.105,8213.0,166.62334192666023,166.62334192666023
NVDA,2025-09-05 10:50:00-04:00,165.13,165.19,165.0,165.0,11849.0,166.61137446469888,166.61137446469888
NVDA,2025-09-05 10:51:00-04:00,165.06,165.26,165.03,165.25,7326.0,166.60519743292298,166.60519743292298
NVDA,2025-09-05 10:52:00-04:00,165.29,165.4,165.22,165.365,6691.0,166.60007918694373,166.60007918694373
NVDA,2025-09-05 10:53:00-04:00,165.37,165.525,165.355,165.51,13836.0,166.59085522767054,166.59085522767054
NVDA,2025-09-05 10:54:00-04:00,165.47,165.7,165.44,165.69,13193.0,166.58364486182592,166.58364486182592
NVDA,2025-09-05 10:55:00-04:00,165.71,165.785,165.46,165.525,14270.0,166.57455851386,166.57455851386
NVDA,2025-09-05 10:56:00-04:00,165.5,165.5,165.1,165.185,11279.0,166.56519527226757,166.56519527226757
NVDA,2025-09-05 10:57:00-04:00,165.19,165.315,165.075,165.1,16421.0,166.55096103684045,166.55096103684045
NVDA,2025-09-05 10:58:00-04:00,165.065,165.14,164.715,164.73,14159.0,166.53583415275796,166.53583415275796
NVDA,2025-09-05 10:59:00-04:00,164.73,164.74,164.55,164.575,11927.0,166.52220841890613,166.52220841890613
NVDA,2025-09-05 11:00:00-04:00,164.5,164.86,164.48,164.77,8578.0,166.5134948807301,166.5134948807301
NVDA,2025-09-05 11:01:00-04:00,164.79,164.79,164.47,164.5,17069.0,166.49376588527585,166.49376588527585
NVDA,2025-09-05 11:02:00-04:00,164.47,164.53,164.075,164.075,11396.0,166.47804558582152,166.47804558582152
NVDA,2025-09-05 11:03:00-04:00,164.11,164.68,164.085,164.66,18607.0,166.45895535051707,166.45895535051707
NVDA,2025-09-05 11:04:00-04:00,164.64,164.8,164.61,164.73,8094.0,166.45109398585151,166.45109398585151
NVDA,2025-09-05 11:05:00-04:00,164.68,164.79,164.6,164.7,10331.0,166.4409900723282,166.4409900723282
NVDA,2025-09-05 11:06:00-04:00,164.725,165.195,164.715,165.03,14380.0,166.4297479956561,166.4297479956561
NVDA,2025-09-05 11:07:00-04:00,165.02,165.2,164.845,164.845,15301.0,166.41642575177283,166.41642575177283
NVDA,2025-09-05 11:08:00-04:00,164.915,165.28,164.91,165.18,6238.0,166.41220271478545,166.41220271478545
NVDA,2025-09-05 11:09:00-04:00,165.2,165.2,164.965,165.01,8605.0,166.40562716964928,166.40562716964928
NVDA,2025-09-05 11:10:00-04:00,165.01,165.05,164.62,164.77,7712.0,166.3987817512045,166.3987817512045
NVDA,2025-09-05 11:11:00-04:00,164.89,165.1,164.82,165.1,5980.0,166.3945804975047,166.3945804975047
NVDA,2025-09-05 11:12:00-04:00,165.055,165.075,164.82,165.05,3782.0,166.39183537135725,166.39183537135725
NVDA,2025-09-05 11:13:00-04:00,165.035,165.42,164.955,165.37,24081.0,166.37872242848366,166.37872242848366
NVDA,2025-09-05 11:14:00-04:00,165.365,165.575,165.35,165.495,16062.0,166.37122247226156,166.37122247226156
NVDA,2025-09-05 11:15:00-04:00,165.495,165.76,165.49,165.615,7440.0,166.3682613125786,166.3682613125786
NVDA,2025-09-05 11:16:00-04:00,165.635,165.64,165.4,165.61,8920.0,166.36471816720282,166.36471816720282
NVDA,2025-09-05 11:17:00-04:00,165.475,165.61,165.45,165.52,5931.0,166.36210180575097,166.36210180575097
NVDA,2025-09-05 11:18:00-04:00,165.53,165.535,165.155,165.155,14184.0,166.35322625042377,166.35322625042377
NVDA,2025-09-05 11:19:00-04:00,165.185,165.355,165.15,165.31,5721.0,166.35014151945407,166.35014151945407
NVDA,2025-09-05 11:20:00-04:00,165.34,165.6,165.25,165.6,5199.0,166.3481312030087,166.3481312030087
NVDA,2025-09-05 11:21:00-04:00,165.575,165.685,165.49,165.55,8194.0,166.34477428163723,166.34477428163723
NVDA,2025-09-05 11:22:00-04:00,165.53,165.74,165.52,165.71,3607.0,166.34360118701477,166.34360118701477
NVDA,2025-09-05 11:23:00-04:00,165.64,165.765,165.62,165.75,6213.0,166.34171760980593,166.34171760980593
NVDA,2025-09-05 11:24:00-04:00,165.72,165.84,165.66,165.735,12756.0,166.3377905433245,166.3377905433245
NVDA,2025-09-05 11:25:00-04:00,165.7,165.83,165.535,165.61,7167.0,166.3351533957591,166.3351533957591
NVDA,2025-09-05 11:26:00-04:00,165.625,165.75,165.57,165.745,9570.0,166.3323117414753,166.3323117414753
NVDA,2025-09-05 11:27:00-04:00,165.74,165.825,165.67,165.8,6946.0,166.33045786810226,166.33045786810226
NVDA,2025-09-05 11:28:00-04:00,165.83,166.06,165.83,166.06,10703.0,166.329014224429,166.329014224429
NVDA,2025-09-05 11:29:00-04:00,166.065,166.13,166.06,166.105,11050.0,166.32778648561248,166.32778648561248
NVDA,2025-09-05 11:30:00-04:00,166.135,166.135,165.905,165.98,10671.0,166.3259554641828,166.3259554641828
NVDA,2025-09-05 11:31:00-04:00,165.98,166.08,165.97,166.03,13105.0,166.3240542106543,166.3240542106543
NVDA,2025-09-05 11:32:00-04:00,166.02,166.02,165.86,165.96,9791.0,166.32231524779255,166.32231524779255
NVDA,2025-09-05 11:33:00-04:00,165.96,166.21,165.885,166.12,4408.0,166.32188110314303,166.32188110314303
NVDA,2025-09-05 11:34:00-04:00,166.05,166.06,165.95,166.02,3675.0,166.3213419883548,166.3213419883548
NVDA,2025-09-05 11:35:00-04:00,166.2,166.285,166.19,166.285,4732.0,166.32125861181225,166.32125861181225
NVDA,2025-09-05 11:36:00-04:00,166.27,166.315,166.21,166.305,10839.0,166.32117361808767,166.32117361808767
NVDA,2025-09-05 11:37:00-04:00,166.33,166.435,166.32,166.425,9436.0,166.32164398619392,166.32164398619392
NVDA,2025-09-05 11:38:00-04:00,166.455,166.525,166.435,166.48,5406.0,166.32205393258965,166.32205393258965
NVDA,2025-09-05 11:39:00-04:00,166.52,166.52,166.34,166.39,2585.0,166.322137937384,166.322137937384
NVDA,2025-09-05 11:40:00-04:00,166.455,166.595,166.43,166.56,2567.0,166.3224296111554,166.3224296111554
NVDA,2025-09-05 11:41:00-04:00,166.635,166.67,166.605,166.65,4382.0,166.32311386178495,166.32311386178495
NVDA,2025-09-05 11:42:00-04:00,166.65,166.82,166.65,166.76,3880.0,166.3239204199139,166.3239204199139
NVDA,2025-09-05 11:43:00-04:00,166.805,166.805,166.735,166.755,6995.0,166.32535042567238,166.32535042567238
NVDA,2025-09-05 11:44:00-04:00,166.75,166.82,166.7,166.7,4281.0,166.3261094964611,166.3261094964611
NVDA,2025-09-05 11:45:00-04:00,166.68,166.68,166.48,166.52,12001.0,166.32720452660914,166.32720452660914
NVDA,2025-09-05 11:46:00-04:00,166.45,166.5,166.29,166.3,7802.0,166.32710500724886,166.32710500724886
NVDA,2025-09-05 11:47:00-04:00,166.35,166.615,166.33,166.6,6623.0,166.32794982730906,166.32794982730906
NVDA,2025-09-05 11:48:00-04:00,166.625,166.69,166.5,166.69,4509.0,166.328711289811,166.328711289811
NVDA,2025-09-05 11:49:00-04:00,166.65,166.84,166.65,166.76,2256.0,166.32916465685307,166.32916465685307
NVDA,2025-09-05 11:50:00-04:00,166.8,166.89,166.41,166.41,7952.0,166.32946306743273,166.32946306743273
NVDA,2025-09-05 11:51:00-04:00,166.48,166.61,166.45,166.45,2187.0,166.3295853219093,166.3295853219093
NVDA,2025-09-05 11:52:00-04:00,166.53,166.58,166.48,166.5,5657.0,166.33003123595006,166.33003123595006
NVDA,2025-09-05 11:53:00-04:00,166.58,166.62,166.46,166.5,2892.0,166.33025829813417,166.33025829813417
NVDA,2025-09-05 11:54:00-04:00,166.48,166.52,166.39,166.52,5185.0,166.33071166525116,166.33071166525116
NVDA,2025-09-05 11:55:00-04:00,166.535,166.75,166.535,166.64,4503.0,166.3313521424577,166.3313521424577
NVDA,2025-09-05 11:56:00-04:00,166.675,166.745,166.645,166.685,3456.0,166.33191331093937,166.33191331093937
NVDA,2025-09-05 11:57:00-04:00,166.655,166.655,166.465,166.49,4832.0,166.33226326278174,166.33226326278174
NVDA,2025-09-05 11:58:00-04:00,166.545,166.545,166.34,166.365,4972.0,166.3323376613285,166.3323376613285
NVDA,2025-09-05 11:59:00-04:00,166.37,166.51,166.33,166.375,5701.0,166.3324485439301,166.3324485439301
NVDA,2025-09-05 12:00:00-04:00,166.42,166.515,166.355,166.495,5237.0,166.33283571730698,166.33283571730698
NVDA,2025-09-05 12:01:00-04:00,166.51,166.63,166.365,166.365,2548.0,166.33287294810512,166.33287294810512
NVDA,2025-09-05 12:02:00-04:00,166.43,166.495,166.3,166.335,3083.0,166.3328759230083,166.3328759230083
NVDA,2025-09-05 12:03:00-04:00,166.385,166.4,166.24,166.24,3734.0,166.33271886371614,166.33271886371614
NVDA,2025-09-05 12:04:00-04:00,166.18,166.26,166.115,166.255,7271.0,166.3324637821812,166.3324637821812
NVDA,2025-09-05 12:05:00-04:00,166.265,166.265,166.09,166.125,19986.0,166.33060885810252,166.33060885810252
NVDA,2025-09-05 12:06:00-04:00,166.17,166.24,166.07,166.07,2254.0,166.33034633752624,166.33034633752624
NVDA,2025-09-05 12:07:00-04:00,166.105,166.13,166.02,166.08,2879.0,166.33002464220598,166.33002464220598
NVDA,2025-09-05 12:08:00-04:00,166.075,166.61,166.075,166.61,9467.0,166.33120268968128,166.33120268968128
NVDA,2025-09-05 12:09:00-04:00,166.585,166.66,166.54,166.62,5938.0,166.33196287463372,166.33196287463372
NVDA,2025-09-05 12:10:00-04:00,166.66,166.89,166.6,166.89,8133.0,166.3339675168275,166.3339675168275
NVDA,2025-09-05 12:11:00-04:00,166.85,166.92,166.81,166.9,2414.0,166.33457040782875,166.33457040782875
NVDA,2025-09-05 12:12:00-04:00,166.94,166.98,166.93,166.97,3216.0,166.33547079197385,166.33547079197385
NVDA,2025-09-05 12:13:00-04:00,166.9,166.97,166.855,166.96,4821.0,166.33679456256314,166.33679456256314
NVDA,2025-09-05 12:14:00-04:00,166.895,166.96,166.82,166.905,7505.0,166.33866329982266,166.33866329982266
NVDA,2025-09-05 12:15:00-04:00,166.845,166.935,166.84,166.92,5998.0,166.34018730465652,166.34018730465652
NVDA,2025-09-05 12:16:00-04:00,166.87,166.87,166.78,166.87,1756.0,166.34059362243215,166.34059362243215
NVDA,2025-09-05 12:17:00-04:00,166.85,166.85,166.675,166.69,8674.0,166.3419122649928,166.3419122649928
NVDA,2025-09-05 12:18:00-04:00,166.695,166.885,166.68,166.83,6271.0,166.34324035713757,166.34324035713757
NVDA,2025-09-05 12:19:00-04:00,166.905,166.96,166.805,166.825,4804.0,166.3442424837473,166.3442424837473
NVDA,2025-09-05 12:20:00-04:00,166.895,166.895,166.785,166.785,3144.0,166.344841695905,166.344841695905
NVDA,2025-09-05 12:21:00-04:00,166.81,166.85,166.64,166.64,2077.0,166.34510654590716,166.34510654590716
NVDA,2025-09-05 12:22:00-04:00,166.57,166.63,166.47,166.47,3215.0,166.3452797771947,166.3452797771947
NVDA,2025-09-05 12:23:00-04:00,166.53,166.68,166.52,166.66,2847.0,166.34566586376357,166.34566586376357
NVDA,2025-09-05 12:24:00-04:00,166.75,166.885,166.75,166.875,7327.0,166.34733180503008,166.34733180503008
NVDA,2025-09-05 12:25:00-04:00,166.875,166.875,166.23,166.35,9884.0,166.34734308515644,166.34734308515644
NVDA,2025-09-05 12:26:00-04:00,166.35,166.62,166.35,166.6,4185.0,166.34779453926984,166.34779453926984
NVDA,2025-09-05 12:27:00-04:00,166.55,166.56,166.48,166.54,3716.0,166.3480990060349,166.3480990060349
NVDA,2025-09-05 12:28:00-04:00,166.53,166.53,166.39,166.43,2226.0,166.34817664878116,166.34817664878116
NVDA,2025-09-05 12:29:00-04:00,166.41,166.445,166.335,166.335,4482.0,166.3481515452283,166.3481515452283
NVDA,2025-09-05 12:30:00-04:00,166.4,166.48,166.27,166.48,6928.0,166.34853868182697,166.34853868182697
NVDA,2025-09-05 12:31:00-04:00,166.49,166.58,166.41,166.58,3515.0,166.3488829830453,166.3488829830453
NVDA,2025-09-05 12:32:00-04:00,166.595,166.595,166.51,166.52,1992.0,166.34902711205075,166.34902711205075
NVDA,2025-09-05 12:33:00-04:00,166.47,166.47,166.4,166.4,1543.0,166.34906034667446,166.34906034667446
NVDA,2025-09-05 12:34:00-04:00,166.43,166.48,166.43,166.48,832.0,166.3491063646444,166.3491063646444
NVDA,2025-09-05 12:35:00-04:00,166.41,166.5,166.4,166.4,1266.0,166.3491335664628,166.3491335664628
NVDA,2025-09-05 12:36:00-04:00,166.42,166.585,166.42,166.5,2688.0,166.34930457983688,166.34930457983688
NVDA,2025-09-05 12:37:00-04:00,166.445,166.605,166.445,166.605,3045.0,166.3496324947123,166.3496324947123
NVDA,2025-09-05 12:38:00-04:00,166.66,166.79,166.66,166.79,1815.0,166.34996885980027,166.34996885980027
NVDA,2025-09-05 12:39:00-04:00,166.755,166.755,166.73,166.75,1718.0,166.35025787593878,166.35025787593878
NVDA,2025-09-05 12:40:00-04:00,166.69,166.8,166.69,166.78,1767.0,166.35057697609003,166.35057697609003
NVDA,2025-09-05 12:41:00-04:00,166.805,167.025,166.805,167.0,7881.0,166.3527206347079,166.3527206347079
NVDA,2025-09-05 12:42:00-04:00,166.965,167.015,166.9,166.91,2470.0,166.35329656175145,166.35329656175145
NVDA,2025-09-05 12:43:00-04:00,166.97,166.99,166.88,166.88,1401.0,166.35360512723372,166.35360512723372
NVDA,2025-09-05 12:44:00-04:00,166.9,166.98,166.875,166.98,1712.0,166.3540532367962,166.3540532367962
NVDA,2025-09-05 12:45:00-04:00,166.915,167.11,166.915,167.11,6754.0,166.3561806927145,166.3561806927145
NVDA,2025-09-05 12:46:00-04:00,167.11,167.14,167.04,167.07,2966.0,166.35706180515035,166.35706180515035
NVDA,2025-09-05 12:47:00-04:00,167.09,167.09,166.695,166.695,6904.0,166.358030002548,166.358030002548
NVDA,2025-09-05 12:48:00-04:00,166.685,166.875,166.685,166.85,3654.0,166.3587748630986,166.3587748630986
NVDA,2025-09-05 12:49:00-04:00,166.75,166.765,166.63,166.63,1049.0,166.35889270086747,166.35889270086747
NVDA,2025-09-05 12:50:00-04:00,166.71,166.75,166.615,166.745,3871.0,166.35951073796195,166.35951073796195
NVDA,2025-09-05 12:51:00-04:00,166.66,166.69,166.63,166.63,683.0,166.3595871094853,166.3595871094853
NVDA,2025-09-05 12:52:00-04:00,166.68,166.68,166.555,166.555,2580.0,166.35979530467264,166.35979530467264
NVDA,2025-09-05 12:53:00-04:00,166.54,166.54,166.47,166.53,1184.0,166.3598784827201,166.3598784827201
NVDA,2025-09-05 12:54:00-04:00,166.66,166.66,166.64,166.66,2770.0,166.36022122377867,166.36022122377867
NVDA,2025-09-05 12:55:00-04:00,166.65,166.7,166.63,166.635,1538.0,166.36039534570398,166.36039534570398
NVDA,2025-09-05 12:56:00-04:00,166.68,166.71,166.63,166.71,854.0,166.3605183148712,166.3605183148712
NVDA,2025-09-05 12:57:00-04:00,166.76,166.8,166.76,166.8,773.0,166.36065819086448,166.36065819086448
NVDA,2025-09-05 12:58:00-04:00,166.805,166.845,166.78,166.845,1189.0,166.36089518858128,166.36089518858128
NVDA,2025-09-05 12:59:00-04:00,166.86,166.875,166.85,166.85,757.0,166.3610475141772,166.3610475141772
NVDA,2025-09-05 13:00:00-04:00,166.835,166.835,166.765,166.77,1040.0,166.36122241646189,166.36122241646189
NVDA,2025-09-05 13:01:00-04:00,166.725,166.74,166.67,166.68,1431.0,166.36140989916302,166.36140989916302
NVDA,2025-09-05 13:02:00-04:00,166.64,166.685,166.52,166.53,4945.0,166.3617518395623,166.3617518395623
NVDA,2025-09-05 13:03:00-04:00,166.57,166.635,166.57,166.625,2176.0,166.3619865805063,166.3619865805063
NVDA,2025-09-05 13:04:00-04:00,166.57,166.57,166.435,166.435,3935.0,166.36210412770524,166.36210412770524
NVDA,2025-09-05 13:05:00-04:00,166.43,166.465,166.34,166.34,2467.0,166.36208183979943,166.36208183979943
NVDA,2025-09-05 13:06:00-04:00,166.42,166.53,166.37,166.53,2077.0,166.36222426681533,166.36222426681533
NVDA,2025-09-05 13:07:00-04:00,166.55,166.575,166.45,166.575,6110.0,166.3627538561498,166.3627538561498
NVDA,2025-09-05 13:08:00-04:00,166.55,166.67,166.55,166.65,675.0,166.36283281748877,166.36283281748877
NVDA,2025-09-05 13:09:00-04:00,166.675,166.8,166.675,166.8,971.0,166.36300562061902,166.36300562061902
NVDA,2025-09-05 13:10:00-04:00,166.785,166.805,166.785,166.805,466.0,166.36308945170796,166.36308945170796
NVDA,2025-09-05 13:11:00-04:00,166.765,166.91,166.765,166.91,4648.0,166.36412212763625,166.36412212763625
NVDA,2025-09-05 13:12:00-04:00,166.91,166.96,166.84,166.855,6306.0,166.36537641754504,166.36537641754504
NVDA,2025-09-05 13:13:00-04:00,166.84,166.84,166.74,166.815,2276.0,166.3657906951984,166.3657906951984
NVDA,2025-09-05 13:14:00-04:00,166.87,166.87,166.775,166.78,2428.0,166.3661974306554,166.3661974306554
NVDA,2025-09-05 13:15:00-04:00,166.795,166.895,166.785,166.88,1580.0,166.3665255406304,166.3665255406304
NVDA,2025-09-05 13:16:00-04:00,166.895,166.94,166.895,166.92,2444.0,166.3670717209896,166.3670717209896
NVDA,2025-09-05 13:17:00-04:00,166.92,166.92,166.8,166.835,2782.0,166.36759675343558,166.36759675343558
NVDA,2025-09-05 13:18:00-04:00,166.77,166.77,166.66,166.675,949.0,166.36771436721133,166.36771436721133
NVDA,2025-09-05 13:19:00-04:00,166.705,166.82,166.7,166.82,3065.0,166.36827256803582,166.36827256803582
NVDA,2025-09-05 13:20:00-04:00,166.83,166.905,166.805,166.84,3173.0,166.36887450896964,166.36887450896964
NVDA,2025-09-05 13:21:00-04:00,166.84,166.93,166.795,166.91,2533.0,166.36942516916477,166.36942516916477
NVDA,2025-09-05 13:22:00-04:00,166.885,166.895,166.84,166.865,1498.0,166.36972323367618,166.36972323367618
NVDA,2025-09-05 13:23:00-04:00,166.87,166.88,166.83,166.865,943.0,166.36991068325264,166.36991068325264
NVDA,2025-09-05 13:24:00-04:00,166.865,166.91,166.83,166.885,2118.0,166.37034816938686,166.37034816938686
NVDA,2025-09-05 13:25:00-04:00,166.875,166.895,166.735,166.735,7211.0,166.37139958799014,166.37139958799014
NVDA,2025-09-05 13:26:00-04:00,166.74,166.755,166.55,166.56,22893.0,166.3731103504868,166.3731103504868
NVDA,2025-09-05 13:27:00-04:00,166.605,166.66,166.57,166.59,2544.0,166.3733287555792,166.3733287555792
NVDA,2025-09-05 13:28:00-04:00,166.6,166.62,166.545,166.56,3267.0,166.37356984165575,166.37356984165575
NVDA,2025-09-05 13:29:00-04:00,166.58,166.605,166.52,166.585,2755.0,166.37379985942025,166.37379985942025
NVDA,2025-09-05 13:30:00-04:00,166.585,166.615,166.5,166.615,3268.0,166.37411072479588,166.37411072479588
NVDA,2025-09-05 13:31:00-04:00,166.57,166.58,166.475,166.525,3228.0,166.3743025705177,166.3743025705177
NVDA,2025-09-05 13:32:00-04:00,166.52,166.545,166.465,166.485,3705.0,166.3744638773116,166.3744638773116
NVDA,2025-09-05 13:33:00-04:00,166.395,166.625,166.39,166.495,9657.0,166.3749199562108,166.3749199562108
NVDA,2025-09-05 13:34:00-04:00,166.495,166.56,166.495,166.555,1612.0,166.3750336238762,166.3750336238762
NVDA,2025-09-05 13:35:00-04:00,166.51,166.605,166.49,166.545,6225.0,166.37544691052767,166.37544691052767
NVDA,2025-09-05 13:36:00-04:00,166.5,166.5,166.365,166.465,6198.0,166.37566319780942,166.37566319780942
NVDA,2025-09-05 13:37:00-04:00,166.41,166.41,166.155,166.175,4344.0,166.3753241024396,166.3753241024396
NVDA,2025-09-05 13:38:00-04:00,166.12,166.2,166.1,166.2,7164.0,166.37483685129516,166.37483685129516
NVDA,2025-09-05 13:39:00-04:00,166.18,166.31,166.18,166.245,1686.0,166.3747519865615,166.3747519865615
NVDA,2025-09-05 13:40:00-04:00,166.25,166.305,166.25,166.28,511.0,166.3747332195593,166.3747332195593
NVDA,2025-09-05 13:41:00-04:00,166.235,166.245,166.16,166.17,1651.0,166.37460228833146,166.37460228833146
NVDA,2025-09-05 13:42:00-04:00,166.09,166.13,166.03,166.05,4335.0,166.374058136765,166.374058136765
NVDA,2025-09-05 13:43:00-04:00,166.01,166.01,165.88,165.92,9574.0,166.37238327423168,166.37238327423168
NVDA,2025-09-05 13:44:00-04:00,165.91,166.14,165.91,166.05,4582.0,166.37181515974325,166.37181515974325
NVDA,2025-09-05 13:45:00-04:00,166.0,166.08,165.915,166.055,2255.0,166.3715406332317,166.3715406332317
NVDA,2025-09-05 13:46:00-04:00,166.08,166.08,165.975,165.99,2810.0,166.37112909497444,166.37112909497444
NVDA,2025-09-05 13:47:00-04:00,165.995,165.995,165.995,165.995,263.0,166.3710911274803,166.3710911274803
NVDA,2025-09-05 13:48:00-04:00,166.0,166.0,165.9,165.9,3167.0,166.37051919512538,166.37051919512538
NVDA,2025-09-05 13:49:00-04:00,165.95,166.045,165.95,166.045,2100.0,166.37025735385654,166.37025735385654
NVDA,2025-09-05 13:50:00-04:00,166.055,166.15,166.0,166.14,4347.0,166.36987459713995,166.36987459713995
NVDA,2025-09-05 13:51:00-04:00,166.175,166.175,166.06,166.11,1065.0,166.3697688043004,166.3697688043004
NVDA,2025-09-05 13:52:00-04:00,166.09,166.09,166.065,166.085,1131.0,166.3696457462189,166.3696457462189
NVDA,2025-09-05 13:53:00-04:00,166.035,166.075,165.955,165.975,1702.0,166.36938927432752,166.36938927432752
NVDA,2025-09-05 13:54:00-04:00,165.985,165.99,165.91,165.91,1306.0,166.36916030342073,166.36916030342073
NVDA,2025-09-05 13:55:00-04:00,165.93,165.98,165.93,165.95,1061.0,166.36899064477893,166.36899064477893
NVDA,2025-09-05 13:56:00-04:00,165.99,165.99,165.92,165.935,876.0,166.36884566086476,166.36884566086476
NVDA,2025-09-05 13:57:00-04:00,165.91,166.025,165.91,165.98,4940.0,166.36811448449697,166.36811448449697
NVDA,2025-09-05 13:58:00-04:00,166.075,166.17,166.05,166.17,2154.0,166.3679521824738,166.3679521824738
NVDA,2025-09-05 13:59:00-04:00,166.1,166.125,166.08,166.125,2397.0,166.36773089588263,166.36773089588263
NVDA,2025-09-05 14:00:00-04:00,166.105,166.235,166.085,166.175,5329.0,166.367341416216,166.367341416216
NVDA,2025-09-05 14:01:00-04:00,166.16,166.16,166.06,166.08,3341.0,166.36697782570064,166.36697782570064
NVDA,2025-09-05 14:02:00-04:00,166.035,166.035,165.95,165.99,2479.0,166.36662421726987,166.36662421726987
NVDA,2025-09-05 14:03:00-04:00,166.005,166.08,165.955,166.06,2667.0,166.3663151011151,166.3663151011151
NVDA,2025-09-05 14:04:00-04:00,166.08,166.08,166.0,166.0,2116.0,166.36602233858687,166.36602233858687
NVDA,2025-09-05 14:05:00-04:00,166.125,166.205,166.125,166.2,1934.0,166.365901153026,166.365901153026
NVDA,2025-09-05 14:06:00-04:00,166.24,166.27,166.15,166.27,1236.0,166.36585643654374,166.36585643654374
NVDA,2025-09-05 14:07:00-04:00,166.31,166.31,166.25,166.28,2969.0,166.36576038104496,166.36576038104496
NVDA,2025-09-05 14:08:00-04:00,166.3,166.35,166.27,166.35,1651.0,166.36575058202024,166.36575058202024
NVDA,2025-09-05 14:09:00-04:00,166.38,166.38,166.34,166.34,1186.0,166.36573908601696,166.36573908601696
NVDA,2025-09-05 14:10:00-04:00,166.36,166.37,166.335,166.34,2185.0,166.3657179334709,166.3657179334709
NVDA,2025-09-05 14:11:00-04:00,166.36,166.48,166.355,166.45,3621.0,166.36583256147279,166.36583256147279
NVDA,2025-09-05 14:12:00-04:00,166.455,166.455,166.35,166.35,1697.0,166.36582247630056,166.36582247630056
NVDA,2025-09-05 14:13:00-04:00,166.42,166.42,166.415,166.415,631.0,166.36583412140686,166.36583412140686
NVDA,2025-09-05 14:14:00-04:00,166.415,166.455,166.415,166.455,493.0,166.36585061490257,166.36585061490257
