symbol,et,o,h,l,c,v,vwap,avwap
AMD,2025-09-09 12:11:00-04:00,154.4,154.4,154.32,154.35,1141.0,153.46098500996015,153.46098500996015
NVDA,2025-09-09 11:30:00-04:00,167.74,167.78,167.7,167.7,2741.0,167.7,167.7
NVDA,2025-09-09 11:31:00-04:00,167.71,167.77,167.68,167.77,2387.0,167.73258385335413,167.73258385335413
NVDA,2025-09-09 11:32:00-04:00,167.735,167.75,167.68,167.72,2005.0,167.7290466844245,167.7290466844245
NVDA,2025-09-09 11:33:00-04:00,167.81,167.81,167.7,167.715,4243.0,167.72380757735584,167.72380757735584
NVDA,2025-09-09 11:34:00-04:00,167.7,167.7,167.57,167.6,6311.0,167.67963108497764,167.67963108497764
NVDA,2025-09-09 11:35:00-04:00,167.58,167.58,167.48,167.525,3709.0,167.65282576182463,167.65282576182463
NVDA,2025-09-09 11:36:00-04:00,167.535,167.585,167.46,167.585,4166.0,167.64177177059696,167.64177177059696
NVDA,2025-09-09 11:37:00-04:00,167.555,167.565,167.445,167.5,7210.0,167.61058128890517,167.61058128890517
NVDA,2025-09-09 11:38:00-04:00,167.505,167.535,167.475,167.5,2512.0,167.60270859313002,167.60270859313002
NVDA,2025-09-09 11:39:00-04:00,167.515,167.62,167.515,167.535,5327.0,167.5938271650538,167.5938271650538
NVDA,2025-09-09 11:40:00-04:00,167.575,167.635,167.49,167.49,2997.0,167.58669154742248,167.58669154742248
NVDA,2025-09-09 11:41:00-04:00,167.525,167.625,167.525,167.625,2962.0,167.58912808675112,167.58912808675112
NVDA,2025-09-09 11:42:00-04:00,167.585,167.6,167.52,167.52,2693.0,167.5853491464182,167.5853491464182
NVDA,2025-09-09 11:43:00-04:00,167.61,167.63,167.61,167.62,1254.0,167.5862092958806,167.5862092958806
NVDA,2025-09-09 11:44:00-04:00,167.63,167.67,167.63,167.67,424.0,167.58690671561217,167.58690671561217
NVDA,2025-09-09 11:45:00-04:00,167.67,167.84,167.67,167.77,26446.0,167.64947646245494,167.64947646245494
NVDA,2025-09-09 11:46:00-04:00,167.76,167.855,167.72,167.855,2457.0,167.6558009368268,167.6558009368268
NVDA,2025-09-09 11:47:00-04:00,167.815,167.83,167.72,167.79,2837.0,167.66040565547104,167.66040565547104
NVDA,2025-09-09 11:48:00-04:00,167.84,167.87,167.76,167.77,6013.0,167.66783559203554,167.66783559203554
NVDA,2025-09-09 11:49:00-04:00,167.765,167.84,167.765,167.775,5177.0,167.67374572551694,167.67374572551694
NVDA,2025-09-09 11:50:00-04:00,167.79,167.885,167.79,167.885,7266.0,167.6889228966649,167.6889228966649
NVDA,2025-09-09 11:51:00-04:00,167.99,168.02,167.975,168.02,2337.0,167.69640040010052,167.69640040010052
NVDA,2025-09-09 11:52:00-04:00,168.015,168.075,167.99,168.075,2678.0,167.70595170133393,167.70595170133393
NVDA,2025-09-09 11:53:00-04:00,168.08,168.12,168.06,168.11,3583.0,167.71914443887547,167.71914443887547
NVDA,2025-09-09 11:54:00-04:00,168.145,168.25,168.14,168.25,3646.0,167.73621519478573,167.73621519478573
NVDA,2025-09-09 11:55:00-04:00,168.24,168.32,168.215,168.32,7031.0,167.7703030844102,167.7703030844102
NVDA,2025-09-09 11:56:00-04:00,168.32,168.36,168.27,168.3,2519.0,167.78115719387299,167.78115719387299
NVDA,2025-09-09 11:57:00-04:00,168.27,168.295,168.17,168.2,5468.0,167.79899403422147,167.79899403422147
NVDA,2025-09-09 11:58:00-04:00,168.16,168.185,168.09,168.135,3512.0,167.80793986096688,167.80793986096688
NVDA,2025-09-09 11:59:00-04:00,168.13,168.14,168.06,168.07,6024.0,167.81938474643854,167.81938474643854
NVDA,2025-09-09 12:00:00-04:00,168.095,168.135,168.05,168.07,9166.0,167.83500081576602,167.83500081576602
NVDA,2025-09-09 12:01:00-04:00,168.065,168.175,168.05,168.15,2981.0,167.8412574792447,167.8412574792447
NVDA,2025-09-09 12:02:00-04:00,168.15,168.2,168.11,168.185,1567.0,167.8448093953801,167.8448093953801
NVDA,2025-09-09 12:03:00-04:00,168.16,168.3,168.16,168.3,1287.0,167.84863995396768,167.84863995396768
NVDA,2025-09-09 12:04:00-04:00,168.27,168.38,168.265,168.34,5309.0,167.86512471168126,167.86512471168126
NVDA,2025-09-09 12:05:00-04:00,168.36,168.39,168.345,168.365,3629.0,167.8763312514672,167.8763312514672
NVDA,2025-09-09 12:06:00-04:00,168.43,168.485,168.425,168.455,4958.0,167.89352842979764,167.89352842979764
NVDA,2025-09-09 12:07:00-04:00,168.41,168.515,168.41,168.495,1104.0,167.89748246355757,167.89748246355757
NVDA,2025-09-09 12:08:00-04:00,168.515,168.53,168.45,168.47,5908.0,167.9169391811049,167.9169391811049
NVDA,2025-09-09 12:09:00-04:00,168.49,168.6,168.485,168.57,5069.0,167.9354418348583,167.9354418348583
NVDA,2025-09-09 12:10:00-04:00,168.57,168.77,168.57,168.77,6539.0,167.96486818691628,167.96486818691628
NVDA,2025-09-09 12:11:00-04:00,168.765,168.785,168.675,168.73,6061.0,167.98908306485723,167.98908306485723
TSLA,2025-09-09 11:30:00-04:00,346.38,346.38,346.28,346.3,1654.0,346.30000000000007,346.30000000000007
TSLA,2025-09-09 11:31:00-04:00,346.29,346.365,346.28,346.285,990.0,346.2943835098336,346.2943835098336
TSLA,2025-09-09 11:32:00-04:00,346.35,346.35,346.31,346.31,678.0,346.29757074051776,346.29757074051776
TSLA,2025-09-09 11:33:00-04:00,346.62,346.76,346.62,346.73,791.0,346.38073425723314,346.38073425723314
TSLA,2025-09-09 11:34:00-04:00,346.78,346.78,346.65,346.65,605.0,346.4152628232302,346.4152628232302
TSLA,2025-09-09 11:35:00-04:00,346.7,346.7,346.64,346.64,903.0,346.45136630492794,346.45136630492794
TSLA,2025-09-09 11:36:00-04:00,346.735,347.01,346.735,347.01,558.0,346.50181420941897,346.50181420941897
TSLA,2025-09-09 11:37:00-04:00,347.045,347.045,346.83,346.905,1004.0,346.5581692885981,346.5581692885981
TSLA,2025-09-09 11:38:00-04:00,346.76,346.76,346.76,346.76,377.0,346.5682341269841,346.5682341269841
TSLA,2025-09-09 11:39:00-04:00,346.65,346.71,346.64,346.64,1178.0,346.5779091325246,346.5779091325246
TSLA,2025-09-09 11:40:00-04:00,346.615,346.615,346.095,346.095,1921.0,346.49087766206964,346.49087766206964
TSLA,2025-09-09 11:41:00-04:00,346.16,346.63,346.16,346.6,2032.0,346.50834961783943,346.50834961783943
TSLA,2025-09-09 11:42:00-04:00,346.63,346.63,346.31,346.31,965.0,346.49433326010546,346.49433326010546
TSLA,2025-09-09 11:43:00-04:00,346.36,346.36,346.3,346.3,513.0,346.48729726868515,346.48729726868515
TSLA,2025-09-09 11:44:00-04:00,346.32,346.48,346.295,346.48,821.0,346.4868975983989,346.4868975983989
TSLA,2025-09-09 11:45:00-04:00,346.41,346.565,346.41,346.435,1825.0,346.481264942016,346.481264942016
TSLA,2025-09-09 11:46:00-04:00,346.36,346.65,346.36,346.65,221.0,346.483453862409,346.483453862409
TSLA,2025-09-09 11:47:00-04:00,346.53,346.53,346.53,346.53,295.0,346.48424614851996,346.48424614851996
TSLA,2025-09-09 11:48:00-04:00,346.59,346.61,346.59,346.61,228.0,346.48587903639157,346.48587903639157
TSLA,2025-09-09 11:49:00-04:00,346.67,346.73,346.67,346.73,608.0,346.49404910001647,346.49404910001647
TSLA,2025-09-09 11:50:00-04:00,346.73,346.84,346.73,346.75,1423.0,346.5126411434406,346.5126411434406
TSLA,2025-09-09 11:51:00-04:00,346.59,346.82,346.59,346.82,689.0,346.5230839784999,346.5230839784999
TSLA,2025-09-09 11:52:00-04:00,346.815,346.93,346.815,346.93,1806.0,346.5563595200362,346.5563595200362
TSLA,2025-09-09 11:53:00-04:00,346.93,347.37,346.875,347.37,2442.0,346.6373686141803,346.6373686141803
TSLA,2025-09-09 11:54:00-04:00,347.425,347.63,347.425,347.63,566.0,346.659758498386,346.659758498386
TSLA,2025-09-09 11:55:00-04:00,347.665,347.665,347.55,347.65,1107.0,346.7015980916031,346.7015980916031
TSLA,2025-09-09 11:56:00-04:00,347.61,347.7,347.54,347.57,3425.0,346.8019956118144,346.8019956118144
TSLA,2025-09-09 11:57:00-04:00,347.51,347.59,347.38,347.4,2023.0,346.84022118301317,346.84022118301317
TSLA,2025-09-09 11:58:00-04:00,347.39,347.685,347.39,347.64,1674.0,346.8803997359102,346.8803997359102
TSLA,2025-09-09 11:59:00-04:00,347.64,347.93,347.64,347.67,3674.0,346.9588133852308,346.9588133852308
TSLA,2025-09-09 12:00:00-04:00,347.795,347.795,347.795,347.795,352.0,346.96669433436864,346.96669433436864
TSLA,2025-09-09 12:01:00-04:00,347.78,348.06,347.78,348.01,964.0,346.9929458133222,346.9929458133222
TSLA,2025-09-09 12:02:00-04:00,348.08,348.105,347.91,348.01,2010.0,347.0436446604831,347.0436446604831
TSLA,2025-09-09 12:03:00-04:00,348.27,348.27,348.08,348.1,1731.0,347.0871267210425,347.0871267210425
TSLA,2025-09-09 12:04:00-04:00,347.89,347.91,347.89,347.91,240.0,347.0917962783439,347.0917962783439
TSLA,2025-09-09 12:05:00-04:00,347.87,348.035,347.87,347.94,1993.0,347.12996793569073,347.12996793569073
TSLA,2025-09-09 12:06:00-04:00,347.91,347.94,347.91,347.94,344.0,347.1362115169169,347.1362115169169
TSLA,2025-09-09 12:07:00-04:00,347.72,348.02,347.72,347.99,1617.0,347.16606374467534,347.16606374467534
TSLA,2025-09-09 12:08:00-04:00,347.98,347.985,347.76,347.89,1131.0,347.1833454345899,347.1833454345899
TSLA,2025-09-09 12:09:00-04:00,347.88,348.11,347.87,348.09,1313.0,347.2077942535582,347.2077942535582
TSLA,2025-09-09 12:10:00-04:00,348.145,348.43,348.145,348.34,990.0,347.2303558704535,347.2303558704535
TSLA,2025-09-09 12:11:00-04:00,348.38,348.39,348.315,348.39,915.0,347.2513273776583,347.2513273776583
